episode,reward,steps
1,-1.0,14
2,-1.0,6
3,-1.0,58
4,-1.0,10
5,1.0,12
6,1.0,20
7,1.0,16
8,1.0,28
9,1.0,28
10,1.0,24
11,1.0,32
12,1.0,8
13,1.0,4
14,1.0,4
15,-1.0,54
16,-1.0,10
17,-1.0,22
18,1.0,32
19,-1.0,6
20,1.0,4
21,1.0,20
22,1.0,12
23,-1.0,26
24,1.0,16
25,1.0,20
26,1.0,28
27,1.0,8
28,-1.0,6
29,1.0,16
30,-1.0,22
31,1.0,32
32,1.0,20
33,1.0,12
34,1.0,4
35,1.0,28
36,1.0,20
37,-1.0,38
38,1.0,24
39,-1.0,6
40,1.0,20
41,1.0,20
42,-1.0,22
43,-1.0,26
44,1.0,24
45,1.0,16
46,-1.0,6
47,-1.0,18
48,1.0,4
49,-1.0,34
50,-1.0,14
51,-1.0,26
52,1.0,12
53,-1.0,18
54,1.0,16
55,1.0,4
56,-1.0,26
57,1.0,36
58,1.0,4
59,1.0,24
60,1.0,16
61,-1.0,26
62,-1.0,10
63,-1.0,26
64,1.0,8
65,-1.0,30
66,1.0,12
67,-1.0,34
68,-1.0,10
69,-1.0,22
70,-1.0,38
71,1.0,12
72,1.0,24
73,-1.0,10
74,1.0,4
75,1.0,44
76,1.0,8
77,1.0,32
78,1.0,64
79,1.0,4
80,1.0,24
81,1.0,40
82,-1.0,22
83,-1.0,10
84,1.0,20
85,-1.0,22
86,1.0,12
87,-1.0,54
88,-1.0,22
89,1.0,20
90,1.0,12
91,-1.0,42
92,1.0,52
93,1.0,8
94,1.0,20
95,1.0,8
96,-1.0,34
97,1.0,4
98,1.0,8
99,-1.0,14
100,-1.0,34
101,-1.0,6
102,1.0,12
103,1.0,20
104,1.0,20
105,-1.0,30
106,-1.0,6
107,-1.0,6
108,1.0,12
109,-1.0,26
110,-1.0,14
111,-1.0,10
112,1.0,16
113,-1.0,34
114,1.0,20
115,1.0,4
116,-1.0,18
117,1.0,24
118,1.0,24
119,1.0,28
120,1.0,32
121,-1.0,10
122,-1.0,22
123,1.0,12
124,1.0,12
125,-1.0,6
126,-1.0,38
127,1.0,12
128,1.0,32
129,-1.0,62
130,1.0,12
131,1.0,12
132,-1.0,10
133,1.0,24
134,1.0,20
135,1.0,48
136,1.0,36
137,1.0,20
138,-1.0,22
139,1.0,20
140,1.0,12
141,1.0,12
142,-1.0,10
143,-1.0,34
144,-1.0,18
145,1.0,20
146,1.0,4
147,1.0,12
148,1.0,4
149,1.0,4
150,1.0,20
151,1.0,16
152,1.0,20
153,1.0,24
154,-1.0,42
155,1.0,4
